,고유번호,회사명,종목코드,수정일
2181,00145738,이화전기,024810,20200330
2182,00118345,디아이동일,001530,20200330
2183,00190756,와이엔텍,067900,20200330
2184,00219361,해성산업,034810,20200330
2185,00122825,인스코비,006490,20200330
2186,00259545,엠에스오토텍,123040,20200330
2187,00124780,사조씨푸드,014710,20200330
2188,00260958,KTH,036030,20200330
2189,00124799,사조산업,007160,20200330
2190,00261373,마크로젠,038290,20200330
2191,00106614,기신정기,092440,20200519
2192,01436336,이베스트스팩5호,349720,20200520
2193,00164973,현대해상,001450,20200323
2194,00219574,코스맥스비티아이,044820,20200323
2195,00367844,자이에스앤디,317400,20200323
2196,01009789,코스맥스,192820,20200323
2197,00109693,대림산업,000210,20200422
2198,00260745,SCI평가정보,036120,20200420
2199,01070149,올리패스,244460,20200317
2200,00177320,대성미생물,036480,20200511
2201,00269852,인프라웨어,041020,20200403
2202,00176914,다우기술,023590,20200403
2203,00377018,기가레인,049080,20200331
2204,00148540,CJ,001040,20200331
2205,00384717,넥스트BT,065170,20200331
2206,00532059,KPX생명과학,114450,20200331
2207,00536329,디지탈옵틱,106520,20200331
2208,00542074,나노캠텍,091970,20200331
2209,00450010,센트랄모텍,308170,20200331
2210,00542898,하이소닉,106080,20200331
2211,01037214,케이피에스,256940,20200331
2212,00129350,삼화콘덴서공업,001820,20200330
2213,00129554,갤럭시아에스엠,011420,20200330
2214,00300405,오리엔트정공,065500,20200330
2215,00136271,신성이엔지,011930,20200330
2216,00369107,우리바이오,082850,20200330
2217,00149026,CS홀딩스,000590,20200330
2218,00153339,태경산업,015890,20200330
2219,00422284,메가스터디,072870,20200330
2220,00159254,한국전자홀딩스,006200,20200330
2221,00541437,코렌텍,104540,20200330
2222,00406046,STX중공업,071970,20200330
2223,00500254,GS,078930,20200330
2224,00759294,와이솔,122990,20200330
2225,00508274,일진다이아,081000,20200330
2226,00641393,엔시트론,101400,20200508
2227,00656021,데일리블록체인,139050,20200508
2228,00362441,현대오토에버,307950,20200513
2229,00808086,애니젠,196300,20200520
2230,00303873,CJ CGV,079160,20200228
2231,01343665,메탈라이프,327260,20200317
2232,01236897,제일약품,271980,20200227
2233,00763701,세틀뱅크,234340,20200330
2234,00539274,대상홀딩스,084690,20200330
2235,00635134,CJ제일제당,097950,20200330
2236,00796994,조선선재,120030,20200330
2237,01110678,유틸렉스,263050,20200330
2238,01032413,해성디에스,195870,20200330
2239,01144028,씨티케이코스메틱스,260930,20200330
2240,01396931,유엑스엔,337840,20200330
2241,01365825,피에스케이,319660,20200330
2242,01337220,키움제5호스팩,311270,20200513
2243,01072518,디피코,163430,20200515
2244,00203582,한솔홈데코,025750,20200515
2245,00105855,엘에스일렉트릭,010120,20200406
2246,00197759,미래산업,025560,20200406
2247,00288343,삼영이엔씨,065570,20200406
2248,00657987,KMH,122450,20200422
2249,00317089,에스디,066930,20200227
2250,01316245,효성중공업,298040,20200511
2251,00107987,남해화학,025860,20200513
2252,00378363,3S,060310,20200520
2253,00244455,케이티앤지,033780,20200520
2254,00302120,피앤텔,054340,20200521
2255,00684732,풀무원식품,103160,20200228
2256,00352064,프리엠스,053160,20200422
2257,00469799,이엔플러스,074610,20200427
2258,00930321,하이골드오션8호국제선박투자회사,159650,20200427
2259,01419135,이노진,344860,20200427
2260,00143651,웅진,016880,20200428
2261,00583424,아모레퍼시픽,090430,20200512
2262,00161125,한온시스템,018880,20200512
2263,00892526,디케이앤디,263020,20200227
2264,00106313,금호산업,002990,20200227
2265,00216027,바이넥스,053030,20200403
2266,00188715,현진소재,053660,20200506
2267,00146083,일동홀딩스,000230,20200506
2268,00268011,일레덱스홀딩스,033550,20200511
2269,01237540,이녹스첨단소재,272290,20200513
2270,00109824,대림통상,006570,20200513
2271,00105101,예스코홀딩스,015360,20200513
2272,00812362,포티스,141020,20200423
2273,00567222,우림기계,101170,20200227
2274,00145464,이구산업,025820,20200407
2275,00104768,가온전선,000500,20200506
2276,01259418,대보마그네틱,290670,20200513
2277,01258507,롯데제과,280360,20200513
2278,00616290,이엠넷,123570,20200513
2279,00110051,SK머티리얼즈,036490,20200515
2280,00363769,한국전자금융,063570,20200521
2281,00178754,동아지질,028100,20200521
2282,00475718,이엠앤아이,083470,20200521
2283,00599151,SV인베스트먼트,289080,20200526
2284,00136457,SH에너지화학,002360,20200526
2285,00104388,국도화학,007690,20200526
2286,00956930,동아에스티,170900,20200526
2287,00135999,신라섬유,001000,20200526
2288,00307037,더스텔라,065310,20200408
2289,00653103,나노스,151910,20200423
2290,00128175,원익큐브,014190,20200428
2291,00116824,동아쏘시오홀딩스,000640,20200513
2292,00135050,우리들제약,004720,20200513
2293,00361594,DMS,068790,20200227
2294,00161444,한국씨티은행,016830,20200506
2295,01336735,펨토바이오메드,327610,20200506
2296,00110583,대성엘텍,025440,20200513
2297,00119007,무림P&P,009580,20200513
2298,00145862,인천도시가스,034590,20200513
2299,00379016,이엘케이,094190,20200522
2300,00695464,차이나그레이트스타인터내셔널리미티드,900040,20200522
2301,00916826,드림씨아이에스,223250,20200522
2302,00430089,삼보오토,070080,20200228
2303,00129013,CJ씨푸드,011150,20200526
2304,00117179,디와이,013570,20200526
2305,00157104,대동전자,008110,20200525
2306,00990165,아세아시멘트,183190,20200227
2307,00340917,동원F&B,049770,20200409
2308,00302078,한국코퍼레이션,050540,20200506
2309,00326731,바이오니아,064550,20200506
2310,00266943,넥슨지티,041140,20200526
2311,00124540,대우건설,047040,20200526
2312,00382199,신한지주,055550,20200525
2313,00117498,디피씨,026890,20200527
2314,01207761,디자인,227100,20200527
2315,00244747,파크시스템스,140860,20200227
2316,00493501,씨디네트웍스,073710,20200409
2317,00120526,롯데쇼핑,023530,20200511
2318,01276594,신한알파리츠,293940,20200526
2319,00992543,삼양옵틱스,225190,20200527
2320,00117276,네이처셀,007390,20200228
2321,00389998,브레인콘텐츠,066980,20200325
2322,00939687,동일고무벨트,163560,20200325
2323,00415707,엔텔스,069410,20200325
2324,00442145,아바코,083930,20200325
2325,00866594,미애부,225850,20200325
2326,01187458,에스알바이오텍,270210,20200325
2327,00525642,코오롱생명과학,102940,20200325
2328,00664048,우리넷,115440,20200325
2329,00693554,티케이케미칼,104480,20200325
2330,01070857,켐온,217600,20200325
2331,01181807,까스텔바작,308100,20200325
2332,01245062,코오롱티슈진,950160,20200325
2333,01343920,유안타제4호스팩,313750,20200325
2334,00123152,보루네오가구,004740,20200228
2335,00149239,조일알미늄,018470,20200302
2336,00173944,우진,105840,20200302
2337,00927558,유바이오로직스,206650,20200302
2338,00993931,동양파일,228340,20200302
2339,00828497,한미약품,128940,20200302
2340,00638487,파수,150900,20200414
2341,00164645,HMM,011200,20200414
2342,00428729,대호에이엘,069460,20200414
2343,00535746,게임빌,063080,20200518
2344,00157399,한솔테크닉스,004710,20200521
2345,00348034,액토즈소프트,052790,20200526
2346,01086812,케미메디,205290,20200526
2347,01205709,현대중공업지주,267250,20200527
2348,00673301,전우정밀,120780,20200506
2349,01388631,오션스톤,329020,20200507
2350,00151368,인터지스,129260,20200527
2351,01316254,효성첨단소재,298050,20200527
2352,00493431,자안,221610,20200528
2353,00495554,아이엠이연이,090740,20200528
2354,00349097,케이티스카이라이프,053210,20200529
2355,00232007,상지카일룸,042940,20200228
2356,01157235,아스타,246720,20200327
2357,00523307,다원시스,068240,20200508
2358,00369170,인터플렉스,051370,20200504
2359,00152686,코리아써키트,007810,20200504
2360,00117230,동양물산기업,002900,20200511
2361,00990819,래몽래인,200350,20200525
2362,00447575,제이앤티씨,204270,20200527
2363,00842585,네이블커뮤니케이션즈,153460,20200527
2364,00123772,부국증권,001270,20200527
2365,00480756,이트론,096040,20200529
2366,00540429,휴림로봇,090710,20200529
2367,00265041,KCI,036670,20200330
2368,00165361,휴코드,036840,20200313
2369,00207755,GS홈쇼핑,028150,20200316
2370,01336391,엔에이치스팩13호,310840,20200318
2371,00126256,삼성생명,032830,20200320
2372,00126292,삼성카드,029780,20200320
2373,00158501,에스원,012750,20200320
2374,00161046,한독,002390,20200320
2375,00370006,iMBC,052220,20200525
2376,00442455,코스나인,082660,20200525
2377,00641171,모바일리더,100030,20200525
2378,00149655,삼성물산,028260,20200525
2379,00115676,KG동부제철,016380,20200525
2380,00366137,KG ETS,151860,20200525
2381,00480048,모다이노칩,080420,20200525
2382,00126566,한화에어로스페이스,012450,20200527
2383,00125576,체시스,033250,20200527
2384,00946030,로보티즈,108490,20200228
2385,01195828,대원모방,311840,20200228
2386,00144720,유양디앤유,011690,20200402
2387,00176516,금화피에스시,036190,20200402
2388,00261355,레드캡투어,038390,20200402
2389,00359395,헬릭스미스,084990,20200402
2390,00366942,미코,059090,20200402
2391,01128613,화승엔터프라이즈,241590,20200324
2392,00159731,글로본,019660,20200511
2393,01148909,휴럼,284420,20200512
2394,00490090,이지케어텍,099750,20200526
2395,00300557,위니아딤채,071460,20200526
2396,00171265,파라다이스,034230,20200526
2397,00857480,사람인에이치알,143240,20200228
2398,01060744,한솔제지,213500,20200507
2399,00136004,신라에스지,025870,20200226
2400,00445160,디이엔티,079810,20200402
2401,00820352,파인텍,131760,20200402
2402,00255619,강원랜드,035250,20200406
2403,00349811,W홀딩컴퍼니,052300,20200429
2404,00361266,네스엠,056000,20200429
2405,01412725,두산퓨얼셀,336260,20200421
2406,00124197,세아제강지주,003030,20200304
2407,00494476,이녹스,088390,20200306
2408,00821607,알톤스포츠,123750,20200306
2409,01326792,상상인이안1호스팩,307870,20200226
2410,00118284,동일금속,109860,20200227
2411,00870481,에코캡,128540,20200228
2412,00963976,SG,255220,20200511
2413,01267967,마이크로디지탈,305090,20200313
2414,00154462,아모레퍼시픽그룹,002790,20200512
2415,00154392,에스트라,016570,20200512
2416,00216434,체리부로,066360,20200528
2417,00241209,모아텍,033200,20200528
2418,00631518,SK이노베이션,096770,20200528
2419,00659815,금오하이텍,165270,20200227
2420,00112457,대주산업,003310,20200401
2421,00415628,세진중공업,075580,20200401
2422,00961136,씨티네트웍스,189540,20200512
2423,00659976,영화테크,265560,20200309
2424,00174527,화성산업,002460,20200316
2425,00116356,동성화학,005190,20200227
2426,00893923,이푸른,185280,20200228
2427,00369833,유니온머티리얼,047400,20200407
2428,00763473,코스메카코리아,241710,20200228
2429,00681142,쌍방울,102280,20200401
2430,00204642,티비씨,033830,20200401
2431,00256715,국순당,043650,20200401
2432,00838500,엘브이엠씨,900140,20200401
2433,00359076,브리지텍,064480,20200401
2434,00367604,SM Life Design,063440,20200401
2435,00389970,다날,064260,20200401
2436,00478900,빅솔론,093190,20200401
2437,00923899,스타모빌리티,158310,20200401
2438,00938688,SBI핀테크솔루션즈,950110,20200401
2439,01309795,알로이스,297570,20200512
2440,00398792,S&T모티브,064960,20200417
2441,00234412,신세계인터내셔날,031430,20200417
2442,00258801,카카오,035720,20200403
2443,00161860,한성기업,003680,20200317
2444,00925189,신화콘텍,187270,20200528
2445,00965062,코셋,189350,20200227
2446,01003040,케이사인,192250,20200227
2447,01139497,에스제이켐,217910,20200228
2448,00121039,명문제약,017180,20200228
2449,00264671,세중,039310,20200421
2450,00260930,에스엠,041510,20200417
2451,00683007,엑스큐어,070300,20200514
2452,00149293,신한은행,000010,20200325
2453,00176792,오렌지라이프생명보험,079440,20200326
2454,00159290,한국아트라스비엑스,023890,20200528
2455,01113754,오션브릿지,241790,20200227
2456,00115384,동방아그로,007590,20200409
2457,00160843,DB하이텍,000990,20200409
2458,01205329,크라운제과,264900,20200423
2459,00238199,로지시스,067730,20200514
2460,00120508,롯데푸드,002270,20200514
2461,00415594,동국S&C,100130,20200529
2462,00540605,이월드,084680,20200529
2463,00925295,에프엔씨엔터,173940,20200228
2464,00585219,세원셀론텍,091090,20200406
2465,00110750,리더스 기술투자,019570,20200514
2466,01371312,케이비제18호스팩,323940,20200514
2467,01393299,케이비제19호스팩,330990,20200514
2468,01136348,나무기술,242040,20200227
2469,00235147,에스모,073070,20200227
2470,00346911,아이톡시,052770,20200416
2471,00350048,오성첨단소재,052420,20200416
2472,00530796,미성포리테크,094700,20200228
2473,00113207,대한전선,001440,20200228
2474,00489243,동아엘텍,088130,20200228
2475,00578538,티피씨글로벌,130740,20200423
2476,00264547,KG이니시스,035600,20200513
2477,00128926,삼현철강,017480,20200228
2478,00343127,자유투어,046840,20200228
2479,00114808,동국제약,086450,20200428
2480,00776820,영원무역,111770,20200513
2481,00110875,대신정보통신,020180,20200514
2482,00266952,네오위즈홀딩스,042420,20200305
2483,00875307,야스,255440,20200227
2484,00657002,에이디테크놀로지,200710,20200304
2485,01063954,수젠텍,253840,20200304
2486,00488402,서울바이오시스,092190,20200306
2487,00351454,큐브앤컴퍼니,043090,20200424
2488,00108241,농심,004370,20200511
2489,01059605,디와이파워,210540,20200522
2490,00256502,에이텍,045660,20200529
2491,01182240,배럴,267790,20200227
2492,00121932,미원상사,002840,20200325
2493,00397243,티에스엠텍,066350,20200507
2494,00148276,제일기획,030000,20200228
2495,00602136,디와이피엔에프,104460,20200424
2496,00308559,코디,080530,20200428
2497,00363592,한컴위드,054920,20200410
2498,00435312,하이스틸,071090,20200514
2499,00537337,앤씨앤,092600,20200422
2500,00136165,스페코,013810,20200325
2501,00140061,정산애강,022220,20200325
2502,00150439,진양산업,003780,20200325
2503,00173591,세원물산,024830,20200325
2504,00164830,한국조선해양,009540,20200325
2505,00223434,에프에스티,036810,20200325
2506,00261656,잉크테크,049550,20200325
2507,00287788,정상제이엘에스,040420,20200325
2508,00403632,현대에이치씨엔,126560,20200325
2509,00609315,멜파스,096640,20200421
2510,00578130,아퓨어스,149300,20200421
2511,00353762,키이스트,054780,20200429
2512,01255652,레이크머티리얼즈,281740,20200511
2513,00604815,에스디시스템,121890,20200410
2514,01189438,노터스,278650,20200410
2515,00671437,파인넥스,123260,20200410
2516,00125488,삼륭물산,014970,20200410
2517,00580199,메디톡스,086900,20201013
2518,01153293,제이엘케이,322510,20200713
2519,00627029,ITX-AI,099520,20200903
2520,01063884,이디티,215090,20200903
2521,00132354,쿠쿠홀딩스,192400,20201006
2522,00158015,한국선재,025550,20201006
2523,00528515,한라IMS,092460,20201006
2524,00347062,SK바이오랜드,052260,20201007
2525,00904672,넷마블,251270,20201007
2526,00585538,에스에너지,095910,20201007
2527,00814786,스카이이앤엠,131100,20201007
2528,01257872,에스퓨얼셀,288620,20201007
2529,00523176,네추럴FNP,086220,20200901
2530,00480367,삼강엠앤티,100090,20200901
2531,01042979,휴마시스,205470,20200901
2532,00648721,S&TC,100840,20200904
2533,00203315,제이콘텐트리,036420,20200713
2534,00159786,유니드,014830,20200713
2535,00103592,광동제약,009290,20200903
2536,00623661,원익머트리얼즈,104830,20201007
2537,01020843,엔에스,217820,20201007
2538,00104810,대명소노시즌,007720,20200910
2539,00356839,메디콕스,054180,20200910
2540,00411385,유비쿼스홀딩스,078070,20200910
2541,00160588,한화,000880,20200910
2542,00670766,엠투아이,347890,20201014
2543,00432102,한국금융지주,071050,20201014
2544,01497869,티와이홀딩스,363280,20200928
2545,00656951,이지웰,090850,20200615
2546,00347716,센트럴바이오,051980,20200714
2547,00247975,솔브레인홀딩스,036830,20200714
2548,00787376,대성에너지,117580,20200714
2549,00126788,삼아제약,009300,20200714
2550,00139889,SKC,011790,20200904
2551,00137915,에스엠코어,007820,20200910
2552,01061327,클래시스,214150,20201015
2553,01201590,에브리봇,270660,20201015
2554,00101752,케이씨피드,025880,20200909
2555,00249894,테라젠이텍스,066700,20200624
2556,00149770,중앙에너비스,000440,20200907
2557,00113225,대한제강,084010,20200909
2558,00977696,파티게임즈,194510,20200909
2559,00191287,대동금속,020400,20200715
2560,00109310,대동기어,008830,20200715
2561,00127909,삼일,032280,20200715
2562,00110547,넥상스코리아,003050,20200716
2563,00276083,스카이문스테크놀로지,033790,20200716
2564,00127158,씨아이테크,004920,20200908
2565,00298687,한류타임즈,039670,20200908
2566,00173698,신일전자,002700,20200908
2567,01267550,나라소프트,288490,20200908
2568,00133663,세동,053060,20201008
2569,00533003,디케이락,105740,20201008
2570,00104120,광진실업,026910,20201008
2571,00670340,씨에스윈드,112610,20201012
2572,00384948,대유,290380,20200911
2573,00109806,삼일씨엔에스,004440,20200911
2574,01025644,강스템바이오텍,217730,20200911
2575,00159698,지역난방공사,071320,20200910
2576,00587925,바이오리더스,142760,20200910
2577,00304915,코리아에셋투자증권,190650,20200609
2578,00861100,아이케이세미콘,149010,20200609
2579,01042429,액션스퀘어,205500,20200611
2580,00120030,GS건설,006360,20200602
2581,00126955,삼양식품,003230,20200609
2582,00447007,알리코제약,260660,20200609
2583,00260611,크로바하이텍,043590,20200716
2584,00911955,잇츠한불,226320,20200717
2585,00660291,옵티시스,109080,20200717
2586,00267854,메디앙스,014100,20200720
2587,00152260,카스,016920,20200720
2588,00167280,폴루스바이오팜,007630,20201015
2589,00195229,휠라홀딩스,081660,20200623
2590,01036446,서연이화,200880,20200615
2591,00133706,세하,027970,20200616
2592,00886792,루켄테크놀러지스,162120,20200915
2593,01135941,원익IPS,240810,20200609
2594,01394669,대신밸런스제7호스팩,332290,20200609
2595,01407909,대신밸런스제8호스팩,336570,20200609
2596,00102681,고려개발,004200,20200721
2597,00604426,인터로조,119610,20200721
2598,01060814,삼양패키징,272550,20200723
2599,00220057,유비케어,032620,20200727
2600,01203376,유비쿼스,264450,20200910
2601,00264714,SG&G,040610,20200910
2602,00209443,아주캐피탈,033660,20200911
2603,00447487,제주반도체,080220,20201016
2604,01204056,빅히트,352820,20201016
2605,00220969,오공,045060,20200914
2606,01337017,이앤에치,341310,20200914
2607,00106641,기아자동차,000270,20200916
2608,00325112,프로텍,053610,20200916
2609,01353848,이노벡스,279060,20200629
2610,00300548,현대리바트,079430,20200629
2611,00361008,HSD엔진,082740,20200629
2612,01208849,나인테크,267320,20200617
2613,00260569,유니셈,036200,20200617
2614,00808022,메지온,140410,20200915
2615,00603348,케이아이엔엑스,093320,20200916
2616,00307028,경남제약,053950,20200916
2617,00273615,비케이탑스,030790,20200610
2618,00445841,한컴MDS,086960,20200610
2619,00786331,에스앤씨엔진그룹,900080,20200610
2620,01327092,라닉스,317120,20200610
2621,00261009,버추얼텍,036620,20200729
2622,01185566,블러썸엠앤씨,263920,20200914
2623,01290381,피엔케이피부임상연구센타,347740,20200914
2624,00258689,JYP Ent.,035900,20200914
2625,00238977,화진,134780,20200914
2626,00131780,SK네트웍스,001740,20201016
2627,00122339,이매진아시아,036260,20200707
2628,00261957,한국정보공학,039740,20200707
2629,00357607,케이피티유,054410,20200707
2630,00147994,새로닉스,042600,20200630
2631,00565154,이노션,214320,20200918
2632,00919966,신라젠,215600,20200918
2633,01415892,제이알글로벌리츠,348950,20200918
2634,01405390,핌스,347770,20200918
2635,01476219,교보10호기업인수목적,355150,20200918
2636,00525679,차바이오텍,085660,20200615
2637,00146542,일정실업,008500,20200615
2638,00166500,화천기계,010660,20200616
2639,01243550,아이비케이에스제7호기업인수목적,276920,20200618
2640,00942131,앤디포스,238090,20200804
2641,00135795,신도리코,029530,20200810
2642,00164362,행남사,008800,20200810
2643,00128971,대림건설,001880,20200709
2644,00136095,조은저축은행,031920,20200709
2645,00369657,리노공업,058470,20200709
2646,00301246,SFA반도체,036540,20200709
2647,00140566,한탑,002680,20200709
2648,00123541,보해양조,000890,20200710
2649,00129411,삼환기업,000360,20200918
2650,00124151,부산주공,005030,20200701
2651,01480568,이지바이오,353810,20200701
2652,00583026,율호,072770,20200618
2653,00136721,신영증권,001720,20200622
2654,01440153,IBKS제14호스팩,351320,20200622
2655,00400060,이씨에스,067010,20200622
2656,00112165,디아이씨,092200,20200915
2657,00112059,상상인증권,001290,20200915
2658,00146649,일진홀딩스,015860,20200915
2659,00173449,경남바이오파마,044480,20200916
2660,01165155,모비스,250060,20200715
2661,00148461,제일연마,001560,20200715
2662,01137383,카카오게임즈,293490,20200916
2663,00159193,한국전력공사,015760,20200921
2664,00216762,한양이엔지,045100,20200701
2665,00610490,비디아이,148140,20200706
2666,01407158,신한제6호스팩,333050,20200706
2667,00860730,에이리츠,140910,20200622
2668,00221728,하츠,066130,20200622
2669,00122898,벽산,007210,20200622
2670,00402989,코스온,069110,20200623
2671,00392691,젬백스링크,064800,20200624
2672,01293388,무진메디,322970,20200624
2673,00367385,효성오앤비,097870,20200811
2674,00104537,국영지앤엠,006050,20200811
2675,00230814,OQP,078590,20200811
2676,01152470,펄어비스,263750,20200812
2677,00532129,영림원소프트랩,060850,20200812
2678,00527491,코리아에스이,101670,20200921
2679,00243988,에스케이브로드밴드,033630,20200917
2680,01102095,쿠첸,225650,20200922
2681,00226228,한프,066110,20200922
2682,00103176,흥국화재,000540,20200701
2683,00397252,조이시티,067000,20200706
2684,01032583,고려시멘트,198440,20200713
2685,00355089,토탈소프트,045340,20201008
2686,00173740,신한,005450,20200630
2687,00122205,바른손,018700,20200630
2688,00180865,엔에스엔,031860,20200630
2689,00450339,에스에프씨,112240,20200630
2690,00113058,한화생명,088350,20200630
2691,00910202,대동고려삼,178600,20200814
2692,00204226,소프트센,032680,20200814
2693,00142661,우성사료,006980,20200821
2694,00242934,케이엠,083550,20200922
2695,00164788,현대모비스,012330,20201015
2696,00877174,엠브레인,169330,20201015
2697,01236286,컬러레이,900310,20201015
2698,00364111,다이노나,086080,20201015
2699,01066030,드림티엔터테인먼트,220110,20200713
2700,00201450,SK렌터카,068400,20200713
2701,00148595,제일테크노스,038010,20200713
2702,00197476,코엔텍,029960,20200713
2703,00264635,에스넷,038680,20200713
2704,00118275,디아이,003160,20200720
2705,00159810,카프로,006380,20200720
2706,01414422,아이비김영,339950,20201016
2707,01115044,안지오랩,251280,20200706
2708,00203847,국일신동,060480,20200825
2709,00540863,GST,083450,20200922
2710,01047169,지란지교시큐리티,208350,20200922
2711,01250374,에스에스알,275630,20200922
2712,00113535,대한해운,005880,20200923
2713,00407814,크리스탈지노믹스,083790,20200923
2714,00114154,덕양산업,024900,20200923
2715,01046203,스튜디오산타클로스,204630,20200923
2716,01487446,엔에이치스팩17호,359090,20200923
2717,00148522,퍼스텍,010820,20200706
2718,00626011,아이텍,119830,20200707
2719,00152729,광전자,017900,20200707
2720,00410739,필로시스헬스케어,057880,20200707
2721,00975290,에이스토리,241840,20200825
2722,00113997,일진머티리얼즈,020150,20200826
2723,00537221,바이오코아,216400,20200826
2724,01060735,아이피몬스터,223220,20200826
2725,01221947,비엔에프코퍼레이션,271780,20200826
2726,00159209,한전기술,052690,20200827
2727,01091382,마이더스AI,222810,20200827
2728,00122694,범양건영,002410,20200924
2729,01274310,이오플로우,294090,20200924
2730,00304076,원방테크,053080,20200924
2731,01336285,SK4호스팩,307070,20200917
2732,00259590,바른손이앤에이,035620,20200821
2733,01114586,셀레믹스,331920,20200821
2734,01259056,베스파,299910,20200727
2735,00425351,멀티캠퍼스,067280,20200727
2736,00475976,인콘,083640,20200729
2737,00666064,셀바스AI,108860,20200729
2738,00977650,엔케이맥스,182400,20200729
2739,00191588,삼원강재,023000,20200707
2740,00116426,코센,009730,20200708
2741,00155276,포스코케미칼,003670,20200828
2742,00141389,영풍정밀,036560,20200828
2743,01213586,아이디피,332370,20200828
2744,00231691,판타지오,032800,20200925
2745,00232089,바이온,032980,20200925
2746,00257149,에이프런티어,036180,20200925
2747,00957568,세미콘라이트,214310,20200925
2748,00135111,수산중공업,017550,20200925
2749,01187494,덴티스,261200,20200825
2750,00406037,CSA 코스믹,083660,20200907
2751,00363486,로체시스템즈,071280,20200916
2752,01265251,압타머사이언스,291650,20200916
2753,01447217,에이치엠씨제4호스팩,353070,20200729
2754,01363818,롯데리츠,330590,20200825
2755,00152127,심텍홀딩스,036710,20200709
2756,01095722,심텍,222800,20200709
2757,01418260,폭스소프트,354230,20200828
2758,00367482,라이트론,069540,20200828
2759,01430475,코람코에너지리츠,357120,20200831
2760,00602279,그린플러스,186230,20201005
2761,01335851,박셀바이오,323990,20200922
2762,00231372,롯데관광개발,032350,20200922
2763,00365387,AJ네트웍스,095570,20200922
2764,00120872,만호제강,001080,20200825
2765,00277736,한일네트웍스,046110,20200709
2766,01139035,티에스아이,277880,20200831
2767,01091054,쎄노텍,222420,20200901
2768,00199252,에이치엘비,028300,20200901
2769,00760999,상신전자,263810,20200901
2770,00147152,유니크,011320,20200901
2771,00785475,피앤이솔루션,131390,20200901
2772,01112700,에스엘에스바이오,246250,20200901
2773,00989327,엘피케이로보틱스,183350,20200917
2774,00102432,계룡건설산업,013580,20200916
2775,00439965,나노신소재,121600,20200916
2776,00140177,GS리테일,007070,20200917
2777,01436628,이지스레지던스리츠,350520,20200820
2778,00961570,신도기연,290520,20200820
2779,00878696,에스케이바이오팜,326030,20200820
2780,00304401,텔라움,047730,20200811
2781,00361725,에스케이커뮤니케이션즈,066270,20200602
2782,00172228,엔케이,085310,20200602
2783,00129989,코스모신소재,005070,20200602
2784,01096341,넷게임즈,225570,20201008
2785,00258102,지엔코,065060,20200608
2786,00117382,디와이홀딩스,004510,20200609
2787,00150828,진흥기업,002780,20200609
2788,00390903,우주일렉트로,065680,20200603
2789,00232821,라이브파이낸셜,036170,20200604
2790,00299002,한라홀딩스,060980,20201013
2791,00134316,세원정공,021820,20200605
2792,00103130,엔케이물산,009810,20200624
2793,00117212,두산,000150,20200625
2794,01043853,엔터메이트,206400,20200610
2795,00171636,한솔홀딩스,004150,20200618
2796,00563518,비나텍,126340,20200923
2797,00390514,이루온,065440,20201015
2798,01085187,씨알푸드,236030,20201015
2799,00596677,매커스,093520,20200604
2800,00678096,맥스로텍,141070,20200604
2801,00327396,옵트론텍,082210,20200604
2802,00109587,대륙제관,004780,20200702
2803,00242378,이지홀딩스,035810,20200703
2804,00526447,동북아12호선박투자회사,083370,20200623
2805,00923826,유테크,178780,20200623
2806,01013694,인카금융서비스,211050,20200623
2807,01063237,플럼라인생명과학,222670,20200623
2808,01084364,엔지스테크널러지,208860,20200604
2809,00109189,대덕,008060,20200715
2810,00128980,삼호개발,010960,20200715
2811,00166333,이노와이즈,086250,20200715
2812,00146560,일지테크,019540,20200715
2813,01016886,테크엔,308700,20200715
2814,00217743,화성밸브,039610,20200715
2815,00258421,기산텔레콤,035460,20200715
2816,00816696,큐엠씨,136660,20200716
2817,01214248,뉴트리,270870,20200608
2818,00121288,모나미,005360,20200608
2819,00210980,원익,032940,20200609
2820,00255141,글로앤웰,035480,20200717
2821,01130885,바이오인프라생명과학,266470,20200722
2822,00435297,맥쿼리인프라,088980,20200715
2823,01440481,IBKS제13호스팩,351340,20200715
2824,00235183,에이치케이,044780,20200715
2825,00107224,남선알미늄,008350,20200715
2826,00103635,광림,014200,20200609
2827,00373021,테라사이언스,073640,20200728
2828,01062177,제놀루션,225220,20200724
2829,00441243,형지엘리트,093240,20200610
2830,00138303,쌍용정보통신,010280,20200716
2831,00244561,인터파크,035080,20200716
2832,01075126,경남제약헬스케어,223310,20200716
2833,00598587,인터파크,108790,20200716
2834,00604268,에이프로,262260,20200716
2835,00172185,남성,004270,20200716
2836,01061558,덕산네오룩스,213420,20200716
2837,01031502,디오스텍,196450,20200717
2838,01237434,플리토,300080,20200729
2839,00341916,오스템임플란트,048260,20200730
2840,01442115,소마젠,950200,20200730
2841,00852087,시디즈,134790,20200731
2842,00163716,한창,005110,20200731
2843,00526599,덴티움,145720,20200729
2844,00619640,이엔드디,101360,20200730
2845,00791209,우리들휴브레인,118000,20200731
2846,00391197,메디프론,065650,20200731
2847,00384762,파커스,065690,20200731
2848,00146269,일신방직,003200,20200731
2849,00100601,강원,114190,20200820
2850,00125725,포비스티앤씨,016670,20200820
2851,00136448,신신제약,002800,20200820
2852,00599106,코닉글로리,094860,20200820
2853,01243772,신한제4호기업인수목적,277480,20200820
2854,00367455,현우산업,092300,20200807
2855,00124504,포스코인터내셔널,047050,20200807
