,고유번호,회사명,종목코드,수정일
1500,00141404,영풍제지,006740,20200214
1501,01262458,동아타이어,282690,20200214
1502,00663669,우노앤컴퍼니,114630,20200214
1503,00149266,CNH,023460,20200221
1504,00260657,오상헬스케어,036220,20200221
1505,00135777,신대양제지,016590,20200221
1506,00164618,현대사료,016790,20200221
1507,00876166,한국바이오젠,318000,20200221
1508,00442631,태양기계,116100,20200226
1509,00444329,위메이드,112040,20200226
1510,00651017,나우IB,293580,20200226
1511,00571298,덕우전자,263600,20200213
1512,00184667,유진기업,023410,20200226
1513,00351418,코리아오토글라스,152330,20200226
1514,00966168,디알젬,263690,20200218
1515,00144818,유유제약,000220,20200226
1516,00364306,성우전자,081580,20200226
1517,01364297,DB금융스팩7호,322780,20200226
1518,00526696,웨이브일렉트로,095270,20200214
1519,01353024,하이제4호스팩,317240,20200219
1520,00187725,코콤,015710,20200225
1521,00861076,케이탑리츠,145270,20200221
1522,00351579,SGA,049470,20200221
1523,00124276,부스타,008470,20200221
1524,01326224,교보8호스팩,307280,20200221
1525,00372253,연우,115960,20200221
1526,00971726,옵티팜,153710,20200211
1527,00101336,경남에너지,008020,20200226
1528,01419986,신영스팩6호,344050,20200226
1529,00406329,루멘스,038060,20200213
1530,00612489,아이쓰리시스템,214430,20200214
1531,01046708,바디텍메드,206640,20200226
1532,00350482,성우테크론,045300,20200226
1533,00959229,세종메디칼,258830,20200217
1534,00624998,제닉,123330,20200219
1535,00173069,아진카인텍,011400,20200225
1536,00988364,SGA솔루션즈,184230,20200221
1537,00158325,NICE평가정보,030190,20200221
1538,00159175,한국전기초자,009720,20200221
1539,01414361,SK5호스팩,337450,20200221
1540,01179617,한국비엔씨,256840,20200221
1541,00137289,이라이콤,041520,20200226
1542,00152862,코오롱,002020,20200226
1543,00229021,인성정보,033230,20200226
1544,00530556,예스티,122640,20200226
1545,00181934,포스코플랜텍,051310,20200220
1546,00498001,모베이스,101330,20200220
1547,01329957,대신밸런스제6호스팩,307750,20200226
1548,01113718,올릭스,226950,20200226
1549,00112022,대원화성,024890,20200226
1550,00585608,다나와,119860,20200219
1551,00128111,포스코엠텍,009520,20200225
1552,00405719,아이크래프트,052460,20200221
1553,00116408,동신건설,025950,20200214
1554,00867973,서남,294630,20200226
1555,00916516,흥국에프엔비,189980,20200226
1556,01046391,싸이토젠,217330,20200220
1557,00864338,웹스,196700,20200226
1558,01117918,셀젠텍,258250,20200226
1559,00562245,태웅로직스,124560,20200226
1560,00292434,인트론바이오,048530,20200221
1561,00550082,빅텐츠,210120,20200221
1562,00656289,코스맥스엔비티,222040,20200221
1563,00670085,엘아이에스,138690,20200226
1564,00526678,동방선기,099410,20200214
1565,00429694,파버나인,177830,20200226
1566,00317104,라이온켐텍,171120,20200226
1567,01267684,쿠쿠홈시스,284740,20200226
1568,00961774,유티아이,179900,20200226
1569,00616962,린드먼아시아,277070,20200225
1570,00579139,한국맥널티,222980,20200221
1571,00363927,NE능률,053290,20200221
1572,00580065,월덱스,101160,20200226
1573,00915508,알엔투테크놀로지,148250,20200226
1574,00825223,화신정공,126640,20200226
1575,01277928,한국제7호스팩,291210,20200226
1576,00113128,대한약품,023910,20200226
1577,00108746,큐로,015590,20200226
1578,00632304,JW홀딩스,096760,20200220
1579,00414540,대주이엔티,114920,20200220
1580,01344336,신테카바이오,226330,20200221
1581,00108001,남화토건,091590,20200221
1582,00992871,종근당,185750,20200226
1583,01116380,씨앤에스링크,245450,20200214
1584,00681249,씨유메디칼,115480,20200227
1585,00450931,우양에이치씨,101970,20200227
1586,00544577,에이피티씨,089970,20200228
1587,00138190,GS글로벌,001250,20200228
1588,00301422,우수AMS,066590,20200228
1589,01089378,MP한강,219550,20200226
1590,01390876,상상인이안제2호스팩,329560,20200226
1591,00162081,한국투자파트너스,019560,20200227
1592,01167056,샘표식품,248170,20200227
1593,00766106,트루윈,105550,20200227
1594,00828761,레이,228670,20200227
1595,00122472,백광산업,001340,20200227
1596,00158149,한국쉘석유,002960,20200228
1597,00408266,유니온커뮤니티,203450,20200228
1598,00146427,일야,058450,20200226
1599,00404288,아진엑스텍,059120,20200226
1600,00474588,한중엔시에스,107640,20200227
1601,01326260,하나머스트제6호스팩,307160,20200227
1602,00631837,안트로젠,065660,20200227
1603,00160418,한국프랜지공업,010100,20200227
1604,01223219,에이에프더블류,312610,20200227
1605,00866062,엘티씨,170920,20200227
1606,00111838,대원,007680,20200227
1607,00335076,오픈베이스,049480,20200227
1608,01405585,IBKS제12호스팩,335870,20200227
1609,01182550,EDGC,245620,20200228
1610,00117966,동원개발,013120,20200226
1611,00415868,펩트론,087010,20200227
1612,00578325,럭스피아,092590,20200227
1613,00365934,코세스,089890,20200227
1614,00130091,샘표,007540,20200227
1615,00228712,동우팜투테이블,088910,20200227
1616,00131197,서원,021050,20200227
1617,01188730,시그넷이브이,260870,20200227
1618,00353230,프리젠,060910,20200227
1619,00676122,지디,155960,20200227
1620,00807397,코이즈,121850,20200228
1621,00359261,빛샘전자,072950,20200226
1622,01042711,글로벌텍스프리,204620,20200226
1623,00154329,태평양물산,007980,20200226
1624,01063963,유쎌,252370,20200227
1625,00303703,CS,065770,20200227
1626,00409964,하이텍팜,106190,20200227
1627,00156354,지엠비코리아,013870,20200227
1628,00177199,디씨엠,024090,20200227
1629,00129235,삼화왕관,004450,20200227
1630,00415327,중앙백신,072020,20200227
1631,00250614,삼영엠텍,054540,20200228
1632,00659161,싸이맥스,160980,20200228
1633,00265421,인지디스플레,037330,20200228
1634,01047415,정다운,208140,20200228
1635,00162416,한양증권,001750,20200228
1636,00162063,한신공영,004960,20200226
1637,00161116,한라,014790,20200226
1638,00199988,동아화성,041930,20200227
1639,01098792,본느,226340,20200227
1640,01190780,파워풀엑스,266870,20200227
1641,00127936,삼일기업공사,002290,20200227
1642,00223513,제이씨현시스템,033320,20200227
1643,00111458,대영포장,014160,20200227
1644,00983916,제노포커스,187420,20200227
1645,00938721,필옵틱스,161580,20200227
1646,00148920,조광페인트,004910,20200227
1647,00307189,SKC 솔믹스,057500,20200227
1648,00280688,SBS콘텐츠허브,046140,20200227
1649,01256864,에이비엘바이오,298380,20200228
1650,00116806,동아,012760,20200228
1651,00374020,이엘피,063760,20200228
1652,01089350,켐트로스,220260,20200228
1653,00413417,우리손에프앤지,073560,20200228
1654,00145552,이수화학,005950,20200228
1655,00540340,코리아센터,290510,20200228
1656,00549925,루트로닉,085370,20200228
1657,00146454,일양약품,007570,20200228
1658,00564562,엠씨넥스,097520,20200226
1659,00112004,알바이오,003190,20200226
1660,00656340,소프트캠프,210610,20200227
1661,00989664,코아스템,166480,20200227
1662,00397058,엠게임,058630,20200227
1663,00888347,휴젤,145020,20200227
1664,00446479,신비앤텍,070480,20200227
1665,00377610,세아홀딩스,058650,20200227
1666,00599595,코프라,126600,20200228
1667,00239639,삼표시멘트,038500,20200228
1668,00874803,AP위성,211270,20200226
1669,00306870,손오공,066910,20200226
1670,00153278,서연탑메탈,019770,20200226
1671,00976615,틸론,217880,20200226
1672,00298377,아이씨디,040910,20200226
1673,01227039,브릿지바이오,288330,20200226
1674,01029394,에코마케팅,230360,20200227
1675,01074862,메가스터디교육,215200,20200227
1676,00524421,테스,095610,20200227
1677,00385415,일신바이오,068330,20200227
1678,01325979,세아제강,306200,20200227
1679,00155355,풀무원,017810,20200227
1680,00536523,로보스타,090360,20200227
1681,00152880,코오롱글로벌,003070,20200227
1682,01119387,이에스산업,241510,20200228
1683,00115287,동방,004140,20200226
1684,00814810,엠에프엠코리아,251960,20200227
1685,00160010,한국큐빅,021650,20200227
1686,00154055,태원물산,001420,20200227
1687,00111689,대우부품,009320,20200227
1688,00122056,미창석유공업,003650,20200227
1689,00466428,아미노로직스,074430,20200227
1690,01234297,미원에스씨,268280,20200227
1691,01058101,라파스,214260,20200228
1692,00438036,팅크웨어,084730,20200226
1693,00990262,피노텍,150440,20200227
1694,00139719,와이지-원,019210,20200227
1695,00490179,플랜티넷,075130,20200227
1696,00868705,윈스,136540,20200227
1697,00145668,이화공영,001840,20200227
1698,00206659,이랜텍,054210,20200227
1699,00231831,조아제약,034940,20200227
1700,00991225,더콘텐츠온,302920,20200227
1701,00172291,더존비즈온,012510,20200227
1702,00114686,동구바이오제약,006620,20200228
1703,00769158,케이엔제이,272110,20200228
1704,00632793,전진바이오팜,110020,20200226
1705,00303794,쇼박스,086980,20200226
1706,00133715,대주코레스,008340,20200227
1707,00166272,화승알앤에이,013520,20200227
1708,00139083,아진산업,013310,20200227
1709,00261054,EG,037370,20200227
1710,00150633,지누스,013890,20200227
1711,00651901,에어부산,298690,20200227
1712,00486370,성창오토텍,080470,20200227
1713,01082348,오스테오닉,226400,20200227
1714,00163345,DB,012030,20200227
1715,01163050,다이오진,271850,20200227
1716,00253985,국보디자인,066620,20200228
1717,00653024,진에어,272450,20200228
1718,00239514,삼진엘앤디,054090,20200227
1719,00164502,현대공업,170030,20200227
1720,00141626,오리엔트바이오,002630,20200227
1721,01169267,세화피앤씨,252500,20200227
1722,00397289,오텍,067170,20200227
1723,00807379,신흥에스이씨,243840,20200227
1724,01318261,IBKS제10호스팩,299170,20200227
1725,01199189,이랜시스,264850,20200227
1726,00525882,청담러닝,096240,20200227
1727,00561866,락앤락,115390,20200228
1728,01267602,유안타제3호스팩,287410,20200228
1729,00148504,한국스탠다드차타드은행,000110,20200228
1730,00813389,베셀,177350,20200227
1731,00861997,인포마크,175140,20200227
1732,00681373,디지캡,197140,20200227
1733,00109754,대림비앤코,005750,20200227
1734,00231442,디지틀조선,033130,20200227
1735,01194892,알로이스,271400,20200227
1736,00671978,그리티,204020,20200227
1737,00557508,GKL,114090,20200227
1738,00583442,노루페인트,090350,20200228
1739,01416642,유안타제6호스팩,340360,20200228
1740,00364740,머큐리,100590,20200226
1741,00165103,푸드웰,005670,20200226
1742,00362159,웰크론,065950,20200226
1743,00177816,대주전자재료,078600,20200226
1744,00573269,에스코넥,096630,20200227
1745,01418543,케이비제20호스팩,342550,20200227
1746,00945457,아이진,185490,20200227
1747,01344363,다원넥스뷰,323350,20200227
1748,00535676,테크윙,089030,20200227
1749,00531014,유진테크,084370,20200227
1750,00103042,케이씨티시,009070,20200227
1751,00366517,KC산업,112190,20200228
1752,00103644,비츠로테크,042370,20200228
1753,00154718,비츠로셀,082920,20200228
1754,00264945,나이스정보통신,036800,20200228
1755,01366365,이베스트이안스팩1호,323210,20200228
1756,00487546,웰크론한텍,076080,20200226
1757,00255275,HB테크놀러지,078150,20200226
1758,00456218,모두투어,080160,20200227
1759,00411446,큐에스아이,066310,20200227
1760,00756163,볼빅,206950,20200227
1761,00122728,범양사,002480,20200227
1762,00763358,쎄미시스코,136510,20200227
1763,00273420,이스트소프트,047560,20200227
1764,00129420,까뮤이앤씨,013700,20200227
1765,00243757,인포뱅크,039290,20200227
1766,00170877,진로발효,018120,20200227
1767,00132637,동원시스템즈,014820,20200227
1768,00462121,이노와이어리스,073490,20200227
1769,01358463,엔에이치스팩14호,319400,20200227
1770,00231707,비트컴퓨터,032850,20200227
1771,01101722,한송네오텍,226440,20200228
1772,00890388,지성이씨에스,138290,20200228
1773,00857727,하림,136480,20200228
1774,00152783,코메론,049430,20200227
1775,00580056,스맥,099440,20200227
1776,00105244,알보젠코리아,002250,20200227
1777,00252269,아이에이,038880,20200227
1778,00154426,아이에이치큐,003560,20200227
1779,01051092,피씨엘,241820,20200227
1780,00532855,한국유니온제약,080720,20200227
1781,00156600,한주금속,198940,20200227
1782,00112651,대창,012800,20200227
1783,00358271,에스에프에이,056190,20200228
1784,00384887,에이테크솔루션,071670,20200228
1785,00602172,와이엠티,251370,20200228
1786,00124027,부산산업,011390,20200226
1787,00615723,아이에이네트웍스,123010,20200226
1788,00557933,진도,088790,20200226
1789,00106119,금양,001570,20200227
1790,00329093,코데즈컴바인,047770,20200227
1791,01080687,아우딘퓨쳐스,227610,20200227
1792,00876865,네오오토,212560,20200227
1793,01065679,이노인스트루먼트,215790,20200227
1794,00365989,용평리조트,070960,20200227
1795,00117601,유안타증권,003470,20200512
1796,00872984,이마트,139480,20200512
1797,00114792,동국제강,001230,20200512
1798,00151395,천일고속,000650,20200228
1799,00252001,해원에스티,058480,20200228
1800,00100957,건영,012720,20200228
1801,00162780,한일건설,006440,20200228
1802,00142591,셰프라인,012250,20200228
1803,00458562,에이티세미콘,089530,20200228
1804,00239596,쎄니트,037760,20200512
1805,00112721,대창스틸,140520,20200512
1806,00479705,EMW,079190,20200512
1807,00174208,진성티이씨,036890,20200512
1808,00163673,한진중공업홀딩스,003480,20200512
1809,00266961,NAVER,035420,20200512
1810,00454946,그린케미칼,083420,20200227
1811,01310269,HDC현대산업개발,294870,20200512
1812,00120571,롯데칠성음료,005300,20200512
1813,00105165,극동전선,006250,20200512
1814,00173795,신흥,004080,20200512
1815,00374738,위세아이텍,065370,20200228
1816,00139764,에넥스,011090,20200228
1817,00423177,텔레칩스,054450,20200228
1818,01182444,셀리버리,268600,20200228
1819,00222532,LG헬로비전,037560,20200228
1820,00236863,희림,037440,20200228
1821,00659684,장원테크,174880,20200508
1822,00131018,서울제약,018680,20200512
1823,00125530,SPC삼립,005610,20200512
1824,00135467,승일,049830,20200512
1825,00147295,전북은행,006350,20200512
1826,00138701,아세아,002030,20200228
1827,01408999,유안타제5호스팩,336060,20200228
1828,00115931,디오,039840,20200228
1829,00327819,선익시스템,171090,20200228
1830,00138260,SIMPAC,009160,20200228
1831,00695969,동운아나텍,094170,20200228
1832,00256043,비씨월드제약,200780,20200228
1833,00879020,유니트론텍,142210,20200228
1834,00568188,마이크로컨텍솔,098120,20200408
1835,00164779,SK하이닉스,000660,20200512
1836,00263371,한국경제TV,039340,20200512
1837,00160232,KSS해운,044450,20200512
1838,00997812,코미코,183300,20200512
1839,00186717,태양,053620,20200512
1840,00181299,상아프론테크,089980,20200227
1841,00122737,팬오션,028670,20200512
1842,01238169,오리온,271560,20200512
1843,00104573,국일제지,078130,20200512
1844,00118460,태림페이퍼,019300,20200228
1845,00770312,마니커에프앤지,195500,20200228
1846,00123648,심팩인더스트리,005350,20200228
1847,00488989,한양디지텍,078350,20200228
1848,00556907,에이스테크,088800,20200303
1849,00297934,피씨디렉트,051380,20200303
1850,00161408,케이비캐피탈,021960,20200416
1851,00164876,케이비증권,003450,20200416
1852,00346966,에코솔루션,052510,20200416
1853,00109161,태경케미컬,006890,20200417
1854,00357430,쎌바이오텍,049960,20200417
1855,00162993,한일홀딩스,003300,20200417
1856,00163682,메리츠증권,008560,20200417
1857,00164672,한일현대시멘트,006390,20200417
1858,01319808,한일시멘트,300720,20200417
1859,00491938,GH신소재,130500,20200429
1860,00118008,동원금속,018500,20200305
1861,00370255,바른전자,064520,20200309
1862,00390055,종근당바이오,063160,20200508
1863,00974927,NEW,160550,20200512
1864,00126937,삼양홀딩스,000070,20200512
1865,00896285,삼양사,145990,20200512
1866,00142883,우신시스템,017370,20200228
1867,00876908,모트렉스,118990,20200226
1868,01047840,미스터블루,207760,20200228
1869,01011395,레몬,294140,20200228
1870,00222806,에임하이글로벌,043580,20200228
1871,00183215,케이디지엠텍,032290,20200228
1872,00126779,삼아알미늄,006110,20200309
1873,00121941,대상,001680,20200303
1874,01234525,한국제5호기업인수목적,271740,20200303
1875,01158553,켄코아에어로스페이스,274090,20200303
1876,00706715,미원홀딩스,107590,20200303
1877,00481454,금호타이어,073240,20200417
1878,00459871,농심홀딩스,072710,20200227
1879,00163318,모헨즈,006920,20200227
1880,00104102,우리종금,010050,20200512
1881,00137997,현대차증권,001500,20200512
1882,00111722,미래에셋대우,006800,20200512
1883,00133618,세기상사,002420,20200512
1884,00157539,KB오토시스,024120,20200228
1885,00389679,해피드림,065180,20200228
1886,00256955,테이팩스,055490,20200228
1887,00577380,신진에스엠,138070,20200303
1888,00111865,미래SCI,028040,20200504
1889,00143527,경동인베스트,012320,20200504
1890,00129615,상보,027580,20200504
1891,00130383,서부T&D,006730,20200504
1892,00411905,테라셈,182690,20200319
1893,00133858,세방전지,004490,20200319
1894,00454937,덕신하우징,090410,20200319
1895,01160363,에코프로비엠,247540,20200511
1896,00125521,에스엘,005850,20200306
1897,00778235,TS인베스트먼트,246690,20200512
1898,00535481,에스와이,109610,20200226
1899,00268118,코맥스,036690,20200226
1900,00529815,오디텍,080520,20200228
1901,01099861,에이텍티앤,224110,20200228
1902,00134176,세우글로벌,013000,20200313
1903,00261735,위노바,039790,20200316
1904,00130587,서울전자통신,027040,20200504
1905,00217947,신세계건설,034300,20200504
1906,00161781,아난티,025980,20200504
1907,00249247,YG PLUS,037270,20200504
1908,00184889,이건홀딩스,039020,20200504
1909,00194275,코너스톤네트웍스,033110,20200504
1910,00526465,동북아13호선박투자회사,083380,20200504
1911,00271501,코아시아,045970,20200504
1912,00296005,우리로,046970,20200504
1913,00867034,듀켐바이오,176750,20200504
1914,00297448,젬백스지오,041590,20200504
1915,01018617,메디쎄이,200580,20200504
1916,00355548,한국테크놀로지,053590,20200504
1917,01117246,파인이엠텍,278990,20200504
1918,00362292,씨티씨바이오,060590,20200504
1919,00318316,대아티아이,045390,20200227
1920,00361488,텔코웨어,078000,20200512
1921,01186404,디앤씨미디어,263720,20200228
1922,00799539,제노레이,122310,20200228
1923,00103662,광명전기,017040,20200228
1924,00442826,대봉엘에스,078140,20200228
1925,00124577,엠소닉,008120,20200228
1926,00407771,듀오백,073190,20200317
1927,00152385,에이프로젠 KIC,007460,20200323
1928,00122481,태경비케이,014580,20200422
1929,00608839,에이루트,096690,20200422
1930,00366793,에스제이케이,080440,20200504
1931,00552859,지트리비앤티,115450,20200504
1932,00755739,파인테크닉스,106240,20200504
1933,01170865,네오셈,253590,20200504
1934,01259232,노바텍,285490,20200504
1935,00555740,툴코리아,110660,20200401
1936,00379229,에스에이티,060540,20200227
1937,00140955,한솔케미칼,014680,20200227
1938,00166315,화신,010690,20200420
1939,00153621,참엔지니어링,009310,20200512
1940,00407285,아이컴포넌트,059100,20200512
1941,00228536,에버다임,041440,20200228
1942,00610083,비아트론,141000,20200228
1943,00380429,CMG제약,058820,20200228
1944,00579999,고영,098460,20200228
1945,00302582,캐스텍코리아,071850,20200228
1946,00876643,엔피디,198080,20200318
1947,00138224,쌍용양회공업,003410,20200403
1948,00132488,신세계톰보이,012580,20200403
1949,00145437,키위미디어그룹,012170,20200422
1950,00230911,HRS,036640,20200408
1951,00347442,모보,051810,20200409
1952,00126371,삼성전기,009150,20200512
1953,00123143,보령제약,003850,20200512
1954,00176835,농우바이오,054050,20200512
1955,00117726,동양피스톤,092780,20200228
1956,01188749,지앤이헬스케어,299480,20200228
1957,00324104,디케이씨,047440,20200228
1958,00124106,부산은행,005280,20200409
1959,01010110,더블유게임즈,192080,20200424
1960,00181712,SK,034730,20200413
1961,00809517,아이엠텍,226350,20200512
1962,00572905,ISC,095340,20200512
1963,00624518,솔루에타,154040,20200512
1964,00104786,미래아이앤지,007120,20200512
1965,00356361,LG화학,051910,20200512
1966,00980122,JB금융지주,175330,20200512
1967,00526872,이수앱지스,086890,20200228
1968,00645089,NHN벅스,104200,20200228
1969,00611736,엑시콘,092870,20200228
1970,00455981,에스엔유,080000,20200228
1971,00202060,구영테크,053270,20200228
1972,00153126,크라운해태홀딩스,005740,20200228
1973,00111999,대원제약,003220,20200228
1974,00913689,세경하이테크,148150,20200228
1975,00361169,한국전자인증,041460,20200228
1976,00220561,광주신세계,037710,20200324
1977,01316236,효성화학,298000,20200324
1978,00945208,THE MIDONG,161570,20200324
1979,01021949,덱스터,206560,20200324
1980,00243979,수성,084180,20200424
1981,00120216,KB손해보험,002550,20200414
1982,00136378,신세계,004170,20200417
1983,01036367,프로스테믹스,203690,20200227
1984,00877059,삼성바이오로직스,207940,20200512
1985,00410678,다린,204690,20200228
1986,00126201,삼성공조,006660,20200228
1987,00260356,산은캐피탈,008270,20200228
1988,00155735,피제이전자,006140,20200228
1989,00210740,대화제약,067080,20200228
1990,01318933,지니틱스,303030,20200324
1991,01428249,케이프이에스제4호,347140,20200324
1992,00119672,두올,016740,20200414
1993,00137809,신화실업,001770,20200414
1994,00877819,데이타솔루션,263800,20200512
1995,00164478,현대건설,000720,20200512
1996,00664181,인텔리안테크,189300,20200228
1997,01428203,케이씨씨글라스,344820,20200428
1998,00339391,한화시스템,272210,20200506
1999,00109514,티웨이홀딩스,004870,20200506
2000,00980043,비플라이소프트,148780,20200227
2001,00576798,디아이티,110990,20200512
2002,01109539,와이아이케이,232140,20200228
2003,00206084,세아메탈,033020,20200228
2004,00123781,부국철강,026940,20200228
2005,00151447,천지산업,001490,20200228
2006,00141875,사조오양,006090,20200330
2007,00164609,현대미포조선,010620,20200416
2008,00291152,디비엘,041500,20200508
2009,00188089,한섬,020000,20200512
2010,00170026,시공테크,020710,20200228
2011,00983271,엔에이치엔,181710,20200228
2012,00874937,탑선,180060,20200228
2013,00556615,모바일어플라이언스,087260,20200228
2014,00363246,우원개발,046940,20200228
2015,00362238,휴비스,079980,20200228
2016,00634728,이크레더블,092130,20200428
2017,00492894,젬백스,082270,20200512
2018,00305668,새론오토모티브,075180,20200512
2019,00612188,에스티오,098660,20200512
2020,01168383,일동제약,249420,20200228
2021,00105606,금호에이치티,214330,20200228
2022,00158565,한국알콜,017890,20200228
2023,00108135,녹십자홀딩스,005250,20200331
2024,01412822,두산솔루스,336370,20200331
2025,00245472,티씨케이,064760,20200513
2026,00428251,현대백화점,069960,20200515
2027,00131832,SK디스커버리,006120,20200515
2028,00308896,아이씨케이,068940,20200518
2029,00268251,다산네트웍스,039560,20200526
2030,00412597,현대홈쇼핑,057050,20200526
2031,00164636,HDC,012630,20200526
2032,01350869,우리금융지주,316140,20200526
2033,00480455,STX엔진,077970,20200513
2034,01263022,BGF리테일,282330,20200410
2035,00141477,영흥,012160,20200413
2036,01259311,푸드나무,290720,20200413
2037,01030132,경남은행,192520,20200413
2038,00413523,한미글로벌,053690,20200514
2039,00260408,팜스코,036580,20200514
2040,00350312,HDC아이콘트롤스,039570,20200514
2041,00306719,에스텍,069510,20200514
2042,00148364,하림지주,003380,20200514
2043,00406392,엔에스쇼핑,138250,20200514
2044,00491415,인포바인,115310,20200514
2045,00168401,금비,008870,20200518
2046,00830447,수프로,185190,20200525
2047,00198697,일진디스플,020760,20200318
2048,00728638,한세실업,105630,20200526
2049,00161976,한세예스24홀딩스,016450,20200526
2050,00652159,코오롱머티리얼,144620,20200526
2051,01267170,SK케미칼,285130,20200526
2052,00550994,아이센스,099190,20200527
2053,00112907,코원에너지서비스,026870,20200527
2054,00159874,한국컴퓨터지주,009760,20200513
2055,00138321,신한금융투자,008670,20200513
2056,00442570,제우스,079370,20200413
2057,00484682,엘오티베큠,083310,20200514
2058,00117577,오리온홀딩스,001800,20200514
2059,00589127,KEC,092220,20200514
2060,00139214,삼성화재해상보험,000810,20200525
2061,00520887,비상교육,100220,20200525
2062,00102618,계양전기,012200,20200525
2063,00164308,이마트에브리데이,010090,20200525
2064,00111810,대웅,003090,20200302
2065,00427483,대웅제약,069620,20200302
2066,00398701,엘앤에프,066970,20200302
2067,01053540,퓨쳐켐,220100,20200302
2068,00219097,BGF,027410,20200410
2069,01067516,골프존,215000,20200513
2070,01128622,줌인터넷,239340,20200306
2071,00162586,한올바이오파마,009420,20200311
2072,00223762,지니뮤직,043610,20200311
2073,00386937,국민은행,060000,20200325
2074,00133991,세아특수강,019440,20200506
2075,00108913,대교,019680,20200514
2076,00599957,슈프리마에이치큐,094840,20200514
2077,01010642,녹십자랩셀,144510,20200514
2078,00414601,유니퀘스트,077500,20200514
2079,00148984,조선내화,000480,20200514
2080,00135917,한화손해보험,000370,20200518
2081,00104856,삼성증권,016360,20200518
2082,00137368,신풍제지,002870,20200525
2083,00131054,유진증권,001200,20200526
2084,00652007,메카로,241770,20200526
2085,00255433,라온시큐어,042510,20200302
2086,00661847,화인베스틸,133820,20200420
2087,00105156,극동유화,014530,20200227
2088,00268002,세종텔레콤,036630,20200326
2089,00113359,교보증권,030610,20200326
2090,00530185,이엔에프테크놀로지,102710,20200326
2091,00115065,동남합성,023450,20200326
2092,00970453,파마리서치프로덕트,214450,20200326
2093,00123967,부산도시가스,015350,20200326
2094,00156691,한국공항,005430,20200326
2095,00163512,한진,002320,20200326
2096,00165413,롯데케미칼,011170,20200326
2097,00302926,현대로템,064350,20200326
2098,00595243,엔스퍼트,098400,20200304
2099,00628860,네오위즈,095660,20200506
2100,00243067,부방,014470,20200316
2101,00441447,케이씨티,089150,20200514
2102,00595191,후성,093370,20200514
2103,00357360,한세엠케이,069640,20200514
2104,00123718,부광약품,003000,20200514
2105,00156956,한국기업평가,034950,20200518
2106,00128032,삼일제약,000520,20200421
2107,00241005,코오롱플라스틱,138490,20200421
2108,00138729,아세아제지,002310,20200417
2109,00350738,제네시스디벨롭먼트홀딩스,053320,20200423
2110,00371485,켐트로닉스,089010,20200227
2111,00426086,휴켐스,069260,20200326
2112,00679314,동성코퍼레이션,102260,20200326
2113,01205851,현대일렉트릭,267260,20200326
2114,00563147,에스에이티이엔지,158300,20200326
2115,01066058,파마리서치바이오,217950,20200326
2116,01118643,로보쓰리,238500,20200326
2117,01414936,SK6호스팩,340350,20200311
2118,00683469,일진전기,103590,20200413
2119,00411048,에스앤에스텍,101490,20200227
2120,00346610,유앤아이,056090,20200227
2121,01141942,액트로,290740,20200302
2122,00130684,서울도시가스,017390,20200422
2123,00624749,에스피시스템스,317830,20200408
2124,01234507,매일유업,267980,20200408
2125,00248974,하나제약,293480,20200227
2126,00145473,이글벳,044960,20200327
2127,00138695,뉴아세아조인트,013340,20200327
2128,00110884,엠젠플러스,032790,20200317
2129,00477257,코렌,078650,20200317
2130,00117258,한화갤러리아타임월드,027390,20200416
2131,01351114,케이비17호스팩,317030,20200514
2132,01183407,이십일스토어,270020,20200227
2133,01062867,디알텍,214680,20200227
2134,00126186,삼성에스디에스,018260,20200422
2135,00759513,LG하우시스,108670,20200422
2136,00139205,안국약품,001540,20200303
2137,00163761,한창제지,009460,20200227
2138,01041828,JTC,950170,20200330
2139,00862853,플레이디,237820,20200312
2140,01336373,메드팩토,235980,20200320
2141,00102353,경창산업,024910,20200330
2142,00103006,고려제강,002240,20200330
2143,00130763,서울반도체,046890,20200330
2144,00109286,대동공업,000490,20200330
2145,00161693,한샘,009240,20200513
2146,00120906,에스아이리소스,065420,20200323
2147,00409371,인베니아,079950,20200519
2148,00198192,한국팩키지,037230,20200227
2149,00255044,현대통신,039010,20200316
2150,00105873,LG디스플레이,034220,20200323
2151,00144650,유신,054930,20200323
2152,00113243,대한제분,001130,20200323
2153,00577016,수산아이앤티,050960,20200323
2154,00114552,도화엔지니어링,002150,20200323
2155,00136624,신영와코루,005800,20200323
2156,00118965,티에이치엔,019180,20200327
2157,00203209,에쎈테크,043340,20200327
2158,00269940,하나투어,039130,20200327
2159,00401731,LG전자,066570,20200327
2160,00263654,오스코텍,039200,20200327
2161,00323868,웹케시,053580,20200327
2162,00442048,아바텍,149950,20200327
2163,00447760,미래컴퍼니,049950,20200327
2164,00985686,큐브엔터,182360,20200327
2165,01015726,미래테크놀로지,213090,20200327
2166,00105280,현대그린푸드,005440,20200331
2167,00108490,엔피케이,048830,20200331
2168,00127699,에코마이스터,064510,20200331
2169,00113410,CJ대한통운,000120,20200331
2170,00201788,제낙스,065620,20200331
2171,00269889,누리텔레콤,040160,20200331
2172,00143262,우진아이엔에스,010400,20200331
2173,00144252,유니온,000910,20200331
2174,00370200,와이오엠,066430,20200331
2175,00146232,일성건설,013360,20200331
2176,00373571,룽투코리아,060240,20200331
2177,00147860,지코,010580,20200331
2178,00111847,대원강업,000430,20200330
2179,00136226,신성델타테크,065350,20200330
2180,00116949,디티알오토모티브,007340,20200330
